symbol,name,yahoo_symbol
OCCLLTD,OCCL Limited,OCCLLTD.NS
ODIGMA,Odigma Consultancy Solutions Limited,ODIGMA.NS
OFSS,Oracle Financial Services Software Limited,OFSS.NS
OIL,Oil India Limited,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,OILCOUNTUB.NS
OLAELEC,Ola Electric Mobility Limited,OLAELEC.NS
OLECTRA,Olectra Greentech Limited,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,OMAXAUTO.NS
OMAXE,Omaxe Limited,OMAXE.NS
OMFREIGHT,Om Freight Forwarders Limited,OMFREIGHT.NS
OMINFRAL,OM INFRA LIMITED,OMINFRAL.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,OMKARCHEM.NS
ONELIFECAP,Onelife Capital Advisors Limited,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,ONEPOINT.NS
ONESOURCE,Onesource Specialty Pharma Limited,ONESOURCE.NS
ONGC,Oil & Natural Gas Corporation Limited,ONGC.NS
ONMOBILE,OnMobile Global Limited,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,OPTIEMUS.NS
ORBTEXP,Orbit Exports Limited,ORBTEXP.NS
ORCHASP,Orchasp Limited,ORCHASP.NS
ORCHPHARMA,Orchid Pharma Limited,ORCHPHARMA.NS
ORICONENT,Oricon Enterprises Limited,ORICONENT.NS
ORIENTALTL,Oriental Trimex Limited,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,ORIENTCEM.NS
ORIENTCER,ORIENT CERATECH LIMITED,ORIENTCER.NS
ORIENTELEC,Orient Electric Limited,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,ORIENTPPR.NS
ORIENTTECH,Orient Technologies Limited,ORIENTTECH.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,ORISSAMINE.NS
ORKLAINDIA,Orkla India Limited,ORKLAINDIA.NS
ORTEL,Ortel Communications Limited,ORTEL.NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,ORTINGLOBE.NS
OSIAHYPER,Osia Hyper Retail Limited,OSIAHYPER.NS
OSWALAGRO,Oswal Agro Mills Limited,OSWALAGRO.NS
OSWALGREEN,Oswal Greentech Limited,OSWALGREEN.NS
OSWALPUMPS,Oswal Pumps Limited,OSWALPUMPS.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS
PACEDIGITK,Pace Digitek Limited,PACEDIGITK.NS
PAGEIND,Page Industries Limited,PAGEIND.NS
PAISALO,Paisalo Digital Limited,PAISALO.NS
PAKKA,PAKKA LIMITED,PAKKA.NS
PALASHSECU,Palash Securities Limited,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,PANACEABIO.NS
PANACHE,Panache Digilife Limited,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,PANAMAPET.NS
PANSARI,Pansari Developers Limited,PANSARI.NS
PAR,Par Drugs And Chemicals Limited,PAR.NS
PARACABLES,Paramount Communications Limited,PARACABLES.NS
PARADEEP,Paradeep Phosphates Limited,PARADEEP.NS
PARAGMILK,Parag Milk Foods Limited,PARAGMILK.NS
PARAS,Paras Defence and Space Technologies Limited,PARAS.NS
PARASPETRO,Paras Petrofils Limited,PARASPETRO.NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS
PARSVNATH,Parsvnath Developers Limited,PARSVNATH.NS
PASHUPATI,Pashupati Cotspin Limited,PASHUPATI.NS
PASUPTAC,Pasupati Acrylon Limited,PASUPTAC.NS
PATANJALI,Patanjali Foods Limited,PATANJALI.NS
PATELENG,Patel Engineering Limited,PATELENG.NS
PATELRMART,Patel Retail Limited,PATELRMART.NS
PATINTLOG,Patel Integrated Logistics Limited,PATINTLOG.NS
PAVNAIND,Pavna Industries Limited,PAVNAIND.NS
PAYTM,One 97 Communications Limited,PAYTM.NS
PCBL,PCBL Chemical Limited,PCBL.NS
PCJEWELLER,PC Jeweller Limited,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,PDMJEPAPER.NS
PDSL,PDS Limited,PDSL.NS
PEARLPOLY,Pearl Polymers Limited,PEARLPOLY.NS
PENIND,Pennar Industries Limited,PENIND.NS
PENINLAND,Peninsula Land Limited,PENINLAND.NS
PERSISTENT,Persistent Systems Limited,PERSISTENT.NS
PETRONET,Petronet LNG Limited,PETRONET.NS
PFC,Power Finance Corporation Limited,PFC.NS
PFIZER,Pfizer Limited,PFIZER.NS
PFOCUS,Prime Focus Limited,PFOCUS.NS
PFS,PTC India Financial Services Limited,PFS.NS
PGEL,PG Electroplast Limited,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
PGHL,Procter & Gamble Health Limited,PGHL.NS
PGIL,Pearl Global Industries Limited,PGIL.NS
PHOENIXLTD,The Phoenix Mills Limited,PHOENIXLTD.NS
PICCADIL,Piccadily Agro Industries Limited,PICCADIL.NS
PIDILITIND,Pidilite Industries Limited,PIDILITIND.NS
PIGL,Power & Instrumentation (Gujarat) Limited,PIGL.NS
PIIND,PI Industries Limited,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
PINELABS,Pine Labs Limited,PINELABS.NS
PIONEEREMB,Pioneer Embroideries Limited,PIONEEREMB.NS
PIRAMALFIN,Piramal Finance Limited,PIRAMALFIN.NS
PITTIENG,Pitti Engineering Limited,PITTIENG.NS
PIXTRANS,Pix Transmissions Limited,PIXTRANS.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,PLASTIBLEN.NS
PLATIND,Platinum Industries Limited,PLATIND.NS
PLAZACABLE,Plaza Wires Limited,PLAZACABLE.NS
PNB,Punjab National Bank,PNB.NS
PNBGILTS,PNB Gilts Limited,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,PNC.NS
PNCINFRA,PNC Infratech Limited,PNCINFRA.NS
PNGJL,P N Gadgil Jewellers Limited,PNGJL.NS
POCL,Pondy Oxides & Chemicals Limited,POCL.NS
PODDARMENT,Poddar Pigments Limited,PODDARMENT.NS
POKARNA,Pokarna Limited,POKARNA.NS
POLICYBZR,PB Fintech Limited,POLICYBZR.NS
POLYCAB,Polycab India Limited,POLYCAB.NS
POLYMED,Poly Medicure Limited,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,POLYPLEX.NS
PONNIERODE,Ponni Sugars (Erode) Limited,PONNIERODE.NS
POONAWALLA,Poonawalla Fincorp Limited,POONAWALLA.NS
POWERGRID,Power Grid Corporation of India Limited,POWERGRID.NS
POWERINDIA,Hitachi Energy India Limited,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,POWERMECH.NS
PPAP,PPAP Automotive Limited,PPAP.NS
PPL,Prakash Pipes Limited,PPL.NS
PPLPHARMA,Piramal Pharma Limited,PPLPHARMA.NS
PRABHA,Prabha Energy Limited,PRABHA.NS
PRAENG,Prajay Engineers Syndicate Limited,PRAENG.NS
PRAJIND,Praj Industries Limited,PRAJIND.NS
PRAKASH,Prakash Industries Limited,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,PRAKASHSTL.NS
PRAXIS,Praxis Home Retail Limited,PRAXIS.NS
PRECAM,Precision Camshafts Limited,PRECAM.NS
PRECOT,Precot Limited,PRECOT.NS
PRECWIRE,Precision Wires India Limited,PRECWIRE.NS
PREMEXPLN,Premier Explosives Limited,PREMEXPLN.NS
PREMIER,Premier Limited,PREMIER.NS
PREMIERENE,Premier Energies Limited,PREMIERENE.NS
PREMIERPOL,Premier Polyfilm Limited,PREMIERPOL.NS
PRESTIGE,Prestige Estates Projects Limited,PRESTIGE.NS
PRICOLLTD,Pricol Limited,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,PRIMESECU.NS
PRIMO,Primo Chemicals Limited,PRIMO.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,PRINCEPIPE.NS
PRITI,Priti International Limited,PRITI.NS
PRITIKAUTO,Pritika Auto Industries Limited,PRITIKAUTO.NS
PRIVISCL,Privi Speciality Chemicals Limited,PRIVISCL.NS
PROSTARM,Prostarm Info Systems Limited,PROSTARM.NS
PROTEAN,Protean eGov Technologies Limited,PROTEAN.NS
PROZONER,Prozone Realty Limited,PROZONER.NS
PRSMJOHNSN,Prism Johnson Limited,PRSMJOHNSN.NS
PRUDENT,Prudent Corporate Advisory Services Limited,PRUDENT.NS
PRUDMOULI,Prudential Sugar Corporation Limited,PRUDMOULI.NS
PSB,Punjab & Sind Bank,PSB.NS
PSPPROJECT,PSP Projects Limited,PSPPROJECT.NS
PTC,PTC India Limited,PTC.NS
PTCIL,PTC Industries Limited,PTCIL.NS
PTL,PTL Enterprises Limited,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
PURVA,Puravankara Limited,PURVA.NS
PVP,PVP Ventures Limited,PVP.NS
PVRINOX,PVR INOX Limited,PVRINOX.NS
PVSL,Popular Vehicles and Services Limited,PVSL.NS
PYRAMID,Pyramid Technoplast Limited,PYRAMID.NS
QPOWER,Quality Power Electrical Equipments Limited,QPOWER.NS
QUADFUTURE,Quadrant Future Tek Limited,QUADFUTURE.NS
QUESS,Quess Corp Limited,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,QUICKHEAL.NS
RACE,Race Eco Chain Limited,RACE.NS
RACLGEAR,RACL Geartech Limited,RACLGEAR.NS
RADAAN,Radaan Mediaworks India Limited,RADAAN.NS
RADHIKAJWE,Radhika Jeweltech Limited,RADHIKAJWE.NS
RADIANTCMS,Radiant Cash Management Services Limited,RADIANTCMS.NS
RADICO,Radico Khaitan Limited,RADICO.NS
RADIOCITY,Music Broadcast Limited,RADIOCITY.NS
RAILTEL,Railtel Corporation Of India Limited,RAILTEL.NS
RAIN,Rain Industries Limited,RAIN.NS
RAINBOW,Rainbow Childrens Medicare Limited,RAINBOW.NS
RAJESHEXPO,Rajesh Exports Limited,RAJESHEXPO.NS
RAJMET,Rajnandini Metal Limited,RAJMET.NS
RAJOOENG,Rajoo Engineers Limited,RAJOOENG.NS
RAJRATAN,Rajratan Global Wire Limited,RAJRATAN.NS
RAJRILTD,Raj Rayon Industries Limited,RAJRILTD.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,RAJTV.NS
RALLIS,Rallis India Limited,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,RAMANEWS.NS
RAMAPHO,Rama Phosphates Limited,RAMAPHO.NS
RAMASTEEL,Rama Steel Tubes Limited,RAMASTEEL.NS
RAMCOCEM,The Ramco Cements Limited,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,RAMKY.NS
RAMRAT,Ram Ratna Wires Limited,RAMRAT.NS
RANASUG,Rana Sugars Limited,RANASUG.NS
RANEHOLDIN,Rane Holdings Limited,RANEHOLDIN.NS
RATEGAIN,Rategain Travel Technologies Limited,RATEGAIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,RATNAMANI.NS
RATNAVEER,Ratnaveer Precision Engineering Limited,RATNAVEER.NS
RAYMOND,Raymond Limited,RAYMOND.NS
RAYMONDLSL,Raymond Lifestyle Limited,RAYMONDLSL.NS
RAYMONDREL,Raymond Realty Limited,RAYMONDREL.NS
RBA,Restaurant Brands Asia Limited,RBA.NS
RBLBANK,RBL Bank Limited,RBLBANK.NS
RBZJEWEL,RBZ Jewellers Limited,RBZJEWEL.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,RCF.NS
RCOM,Reliance Communications Limited,RCOM.NS
RECLTD,REC Limited,RECLTD.NS
REDINGTON,Redington Limited,REDINGTON.NS
REDTAPE,Redtape Limited,REDTAPE.NS
REFEX,Refex Industries Limited,REFEX.NS
REGAAL,Regaal Resources Limited,REGAAL.NS
REGENCERAM,Regency Ceramics Limited,REGENCERAM.NS
RELAXO,Relaxo Footwears Limited,RELAXO.NS
RELCHEMQ,Reliance Chemotex Industries Limited,RELCHEMQ.NS
RELIABLE,Reliable Data Services Limited,RELIABLE.NS
RELIANCE,Reliance Industries Limited,RELIANCE.NS
RELIGARE,Religare Enterprises Limited,RELIGARE.NS
RELINFRA,Reliance Infrastructure Limited,RELINFRA.NS
RELTD,Ravindra Energy Limited,RELTD.NS
REMSONSIND,Remsons Industries Limited,REMSONSIND.NS
RENUKA,Shree Renuka Sugars Limited,RENUKA.NS
REPCOHOME,Repco Home Finance Limited,REPCOHOME.NS
REPL,Rudrabhishek Enterprises Limited,REPL.NS
REPRO,Repro India Limited,REPRO.NS
RESPONIND,Responsive Industries Limited,RESPONIND.NS
RETAIL,JHS Svendgaard Retail Ventures Limited,RETAIL.NS
RGL,Renaissance Global Limited,RGL.NS
RHETAN,Rhetan TMT Limited,RHETAN.NS
RHFL,Reliance Home Finance Limited,RHFL.NS
RHIM,RHI MAGNESITA INDIA LIMITED,RHIM.NS
RHL,Robust Hotels Limited,RHL.NS
RICOAUTO,Rico Auto Industries Limited,RICOAUTO.NS
RIIL,Reliance Industrial Infrastructure Limited,RIIL.NS
RISHABH,Rishabh Instruments Limited,RISHABH.NS
RITCO,Ritco Logistics Limited,RITCO.NS
RITES,RITES Limited,RITES.NS
RKDL,Ravi Kumar Distilleries Limited,RKDL.NS
RKEC,RKEC Projects Limited,RKEC.NS
RKFORGE,Ramkrishna Forgings Limited,RKFORGE.NS
RKSWAMY,R K Swamy Limited,RKSWAMY.NS
RMDRIP,R M Drip and Sprinklers Systems Limited,RMDRIP.NS
RML,Rane (Madras) Limited,RML.NS
RNBDENIMS,R&B Denims Limited,RNBDENIMS.NS
ROHLTD,Royal Orchid Hotels Limited,ROHLTD.NS
ROLEXRINGS,Rolex Rings Limited,ROLEXRINGS.NS
ROLLT,Rollatainers Limited,ROLLT.NS
ROLTA,Rolta India Limited,ROLTA.NS
ROML,Raj Oil Mills Limited,ROML.NS
ROSSARI,Rossari Biotech Limited,ROSSARI.NS
ROSSELLIND,Rossell India Limited,ROSSELLIND.NS
ROSSTECH,Rossell Techsys Limited,ROSSTECH.NS
ROTO,Roto Pumps Limited,ROTO.NS
ROUTE,ROUTE MOBILE LIMITED,ROUTE.NS
RPEL,Raghav Productivity Enhancers Limited,RPEL.NS
RPGLIFE,RPG Life Sciences Limited,RPGLIFE.NS
RPOWER,Reliance Power Limited,RPOWER.NS
RPPINFRA,R.P.P. Infra Projects Limited,RPPINFRA.NS
RPPL,Rajshree Polypack Limited,RPPL.NS
RPSGVENT,RPSG VENTURES LIMITED,RPSGVENT.NS
RPTECH,Rashi Peripherals Limited,RPTECH.NS
RRKABEL,R R Kabel Limited,RRKABEL.NS
RSSOFTWARE,R. S. Software (India) Limited,RSSOFTWARE.NS
RSWM,RSWM Limited,RSWM.NS
RSYSTEMS,R Systems International Limited,RSYSTEMS.NS
RTNINDIA,RattanIndia Enterprises Limited,RTNINDIA.NS
RTNPOWER,RattanIndia Power Limited,RTNPOWER.NS
RUBFILA,Rubfila International Limited,RUBFILA.NS
RUBICON,Rubicon Research Limited,RUBICON.NS
RUBYMILLS,The Ruby Mills Limited,RUBYMILLS.NS
RUCHINFRA,Ruchi Infrastructure Limited,RUCHINFRA.NS
RUCHIRA,Ruchira Papers Limited,RUCHIRA.NS
RUPA,Rupa & Company Limited,RUPA.NS
RUSHIL,Rushil Decor Limited,RUSHIL.NS
RUSTOMJEE,Keystone Realtors Limited,RUSTOMJEE.NS
RVHL,Ravinder Heights Limited,RVHL.NS
RVNL,Rail Vikas Nigam Limited,RVNL.NS
RVTH,Revathi Equipment India Limited,RVTH.NS
S&SPOWER,S&S Power Switchgears Limited,S&SPOWER.NS
SAATVIKGL,Saatvik Green Energy Limited,SAATVIKGL.NS
SABEVENTS,Sab Events & Governance Now Media Limited,SABEVENTS.NS
SABTNL,Sri Adhikari Brothers Television Network Limited,SABTNL.NS
SADBHAV,Sadbhav Engineering Limited,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,SADBHIN.NS
SADHNANIQ,Sadhana Nitrochem Limited,SADHNANIQ.NS
SAFARI,Safari Industries (India) Limited,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,SAGCEM.NS
SAGILITY,SAGILITY LIMITED,SAGILITY.NS
SAHYADRI,Sahyadri Industries Limited,SAHYADRI.NS
SAIL,Steel Authority of India Limited,SAIL.NS
SAILIFE,Sai Life Sciences Limited,SAILIFE.NS
SAKAR,Sakar Healthcare Limited,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,SALASAR.NS
SALONA,Salona Cotspin Limited,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,SALZERELEC.NS
SAMBHAAV,Sambhaav Media Limited,SAMBHAAV.NS
SAMBHV,Sambhv Steel Tubes Limited,SAMBHV.NS
SAMHI,Samhi Hotels Limited,SAMHI.NS
SAMMAANCAP,Sammaan Capital Limited,SAMMAANCAP.NS
SAMPANN,Sampann Utpadan India Limited,SAMPANN.NS
SANATHAN,Sanathan Textiles Limited,SANATHAN.NS
SANCO,Sanco Industries Limited,SANCO.NS
SANDESH,The Sandesh Limited,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,SANDHAR.NS
SANDUMA,Sandur Manganese & Iron Ores Limited,SANDUMA.NS
SANGAMIND,Sangam (India) Limited,SANGAMIND.NS
SANGHIIND,Sanghi Industries Limited,SANGHIIND.NS
SANGHVIMOV,Sanghvi Movers Limited,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,SANGINITA.NS
SANOFI,Sanofi India Limited,SANOFI.NS
SANOFICONR,Sanofi Consumer Healthcare India Limited,SANOFICONR.NS
SANSERA,Sansera Engineering Limited,SANSERA.NS
SANSTAR,Sanstar Limited,SANSTAR.NS
SANWARIA,Sanwaria Consumer Limited,SANWARIA.NS
SAPPHIRE,Sapphire Foods India Limited,SAPPHIRE.NS
SARDAEN,Sarda Energy & Minerals Limited,SARDAEN.NS
SAREGAMA,Saregama India Limited,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,SARLAPOLY.NS
SARVESHWAR,Sarveshwar Foods Limited,SARVESHWAR.NS
SASKEN,Sasken Technologies Limited,SASKEN.NS
SASTASUNDR,Sastasundar Ventures Limited,SASTASUNDR.NS
SATIA,Satia Industries Limited,SATIA.NS
SATIN,Satin Creditcare Network Limited,SATIN.NS
SAURASHCEM,Saurashtra Cement Limited,SAURASHCEM.NS
SBC,SBC Exports Limited,SBC.NS
SBCL,Shivalik Bimetal Controls Limited,SBCL.NS
SBFC,SBFC Finance Limited,SBFC.NS
SBGLP,Suratwwala Business Group Limited,SBGLP.NS
SBICARD,SBI Cards and Payment Services Limited,SBICARD.NS
SBILIFE,SBI Life Insurance Company Limited,SBILIFE.NS
SBIN,State Bank of India,SBIN.NS
SCHAEFFLER,Schaeffler India Limited,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,SCI.NS
SCILAL,Shipping Corporation of India Land and Assets Limited,SCILAL.NS
SCODATUBES,Scoda Tubes Limited,SCODATUBES.NS
SCPL,Sheetal Cool Products Limited,SCPL.NS
SDBL,Som Distilleries & Breweries Limited,SDBL.NS
SEAMECLTD,Seamec Limited,SEAMECLTD.NS
SECMARK,SecMark Consultancy Limited,SECMARK.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS
SEJALLTD,Sejal Glass Limited,SEJALLTD.NS
SELMC,SEL Manufacturing Company Limited,SELMC.NS
SEMAC,Semac Construction Limited,SEMAC.NS
SENCO,Senco Gold Limited,SENCO.NS
SENORES,Senores Pharmaceuticals Limited,SENORES.NS
SEPC,SEPC Limited,SEPC.NS
SEQUENT,Sequent Scientific Limited,SEQUENT.NS
SERVOTECH,Servotech Renewable Power System Limited,SERVOTECH.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,SESHAPAPER.NS
SETCO,Setco Automotive Limited,SETCO.NS
SETUINFRA,Setubandhan Infrastructure Limited,SETUINFRA.NS
SFL,Sheela Foam Limited,SFL.NS
SGFIN,SG Finserve Limited,SGFIN.NS
SGIL,Synergy Green Industries Limited,SGIL.NS
SGL,STL Global Limited,SGL.NS
SGLTL,Standard Glass Lining Technology Limited,SGLTL.NS
SGMART,SG Mart Limited,SGMART.NS
SHAH,Shah Metacorp Limited,SHAH.NS
SHAHALLOYS,Shah Alloys Limited,SHAHALLOYS.NS
SHAILY,Shaily Engineering Plastics Limited,SHAILY.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,SHAKTIPUMP.NS
SHALBY,Shalby Limited,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,SHANKARA.NS
SHANTI,Shanti Overseas (India) Limited,SHANTI.NS
SHANTIGEAR,Shanthi Gears Limited,SHANTIGEAR.NS
SHANTIGOLD,Shanti Gold International Limited,SHANTIGOLD.NS
SHARDACROP,Sharda Cropchem Limited,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,SHARDAMOTR.NS
SHAREINDIA,Share India Securities Limited,SHAREINDIA.NS
SHEKHAWATI,Shekhawati Industries Limited,SHEKHAWATI.NS
SHEMAROO,Shemaroo Entertainment Limited,SHEMAROO.NS
SHILPAMED,Shilpa Medicare Limited,SHILPAMED.NS
SHIVALIK,Shivalik Rasayan Limited,SHIVALIK.NS
SHIVAMAUTO,Shivam Autotech Limited,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,SHIVATEX.NS
SHIVAUM,Shiv Aum Steels Limited,SHIVAUM.NS
SHK,S H Kelkar and Company Limited,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,SHOPERSTOP.NS
SHRADHA,Shradha Infraprojects Limited,SHRADHA.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,SHREECEM.NS
SHREEJISPG,Shreeji Shipping Global Limited,SHREEJISPG.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,SHREERAMA.NS
SHRENIK,Shrenik Limited,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,SHREYANIND.NS
SHRINGARMS,Shringar House of Mangalsutra Limited,SHRINGARMS.NS
SHRIPISTON,Shriram Pistons & Rings Limited,SHRIPISTON.NS
SHRIRAMFIN,Shriram Finance Limited,SHRIRAMFIN.NS
SHRIRAMPPS,Shriram Properties Limited,SHRIRAMPPS.NS
SHYAMCENT,Shyam Century Ferrous Limited,SHYAMCENT.NS
SHYAMMETL,Shyam Metalics and Energy Limited,SHYAMMETL.NS
SHYAMTEL,Shyam Telecom Limited,SHYAMTEL.NS
SICALLOG,Sical Logistics Limited,SICALLOG.NS
SIEMENS,Siemens Limited,SIEMENS.NS
SIGACHI,Sigachi Industries Limited,SIGACHI.NS
SIGIND,Signet Industries Limited,SIGIND.NS
SIGMA,Sigma Solve Limited,SIGMA.NS
SIGNATURE,Signatureglobal (India) Limited,SIGNATURE.NS
SIGNPOST,Signpost India Limited,SIGNPOST.NS
SIKKO,Sikko Industries Limited,SIKKO.NS
SIL,Standard Industries Limited,SIL.NS
SILGO,Silgo Retail Limited,SILGO.NS
SILINV,SIL Investments Limited,SILINV.NS
SILLYMONKS,Silly Monks Entertainment Limited,SILLYMONKS.NS
SILVERTUC,Silver Touch Technologies Limited,SILVERTUC.NS
SIMBHALS,Simbhaoli Sugars Limited,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,SIMPLEXINF.NS
SINCLAIR,Sinclairs Hotels Limited,SINCLAIR.NS
SINDHUTRAD,Sindhu Trade Links Limited,SINDHUTRAD.NS
SINTERCOM,Sintercom India Limited,SINTERCOM.NS
SIRCA,Sirca Paints India Limited,SIRCA.NS
SIS,SIS LIMITED,SIS.NS
SITINET,Siti Networks Limited,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,SIYSIL.NS
SJS,S.J.S. Enterprises Limited,SJS.NS
SJVN,SJVN Limited,SJVN.NS
SKFINDIA,SKF India Limited,SKFINDIA.NS
SKIPPER,Skipper Limited,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,SKMEGGPROD.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS
SMARTLINK,Smartlink Holdings Limited,SMARTLINK.NS
SMARTWORKS,Smartworks Coworking Spaces Limited,SMARTWORKS.NS
SMCGLOBAL,SMC Global Securities Limited,SMCGLOBAL.NS
SMLMAH,SML Mahindra Limited,SMLMAH.NS
SMLT,Sarthak Metals Limited,SMLT.NS
SMSLIFE,SMS Lifesciences India Limited,SMSLIFE.NS
SMSPHARMA,SMS Pharmaceuticals Limited,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,SNOWMAN.NS
SOBHA,Sobha Limited,SOBHA.NS
SOFTTECH,Softtech Engineers Limited,SOFTTECH.NS
SOLARA,Solara Active Pharma Sciences Limited,SOLARA.NS
SOLARINDS,Solar Industries India Limited,SOLARINDS.NS
SOLARWORLD,Solarworld Energy Solutions Limited,SOLARWORLD.NS
SOLEX,Solex Energy Limited,SOLEX.NS
SOMANYCERA,Somany Ceramics Limited,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,SOMICONVEY.NS
SONACOMS,Sona BLW Precision Forgings Limited,SONACOMS.NS
SONAMLTD,SONAM LIMITED,SONAMLTD.NS
SONATSOFTW,Sonata Software Limited,SONATSOFTW.NS
SOTL,Savita Oil Technologies Limited,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,SPANDANA.NS
SPARC,Sun Pharma Advanced Research Company Limited,SPARC.NS
SPCENET,Spacenet Enterprises India Limited,SPCENET.NS
SPECIALITY,Speciality Restaurants Limited,SPECIALITY.NS
SPECTRUM,Spectrum Electrical Industries Limited,SPECTRUM.NS
SPENCERS,Spencer's Retail Limited,SPENCERS.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,SPIC.NS
SPLIL,SPL Industries Limited,SPLIL.NS
SPLPETRO,Supreme Petrochem Limited,SPLPETRO.NS
SPMLINFRA,SPML Infra Limited,SPMLINFRA.NS
SPORTKING,Sportking India Limited,SPORTKING.NS
SRD,Shankar Lal Rampal Dye-Chem Limited,SRD.NS
SREEL,Sreeleathers Limited,SREEL.NS
